Cmdline: /system/bin/simpleperf record -f 1000 -g -p 17534 --duration 10
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 4961
Event count: 11049081886

Overhead  Command          Pid    Tid    Shared Object                                                                  Symbol
0.04%     binder:17534_6   17534  18147  /system/lib64/libutils.so                                                      android::RefBase::decStrong(void const*) const
0.04%     binder:17534_6   17534  18147  /system/lib64/libutils.so                                                      systemTime
0.04%     binder:17534_6   17534  18147  [kernel.kallsyms]                                                              binder_thread_read
0.03%     Debugger         17534  17534  [kernel.kallsyms]                                                              security_file_fcntl
0.03%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::TransactionState::getLayerState(android::sp<android::SurfaceControl> const&)
0.03%     mali-event-hand  17534  17539  [kernel.kallsyms]                                                              fsnotify_perm
0.03%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 __sfvwrite
0.03%     Debugger         17534  17534  [kernel.kallsyms]                                                              locks_remove_posix
0.03%     binder:17534_6   17534  18147  [kernel.kallsyms]                                                              kfree
0.03%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::BLASTBufferQueue::acquireNextBufferLocked(std::__1::optional<android::SurfaceComposerClient::Transaction*>)
0.03%     Debugger         17534  17534  /system_ext/lib64/libged_sys.so                                                ged_kpi_dequeue_buffer_tag_sys(unsigned long, int, long)
0.03%     Debugger         17534  17534  [kernel.kallsyms]                                                              binder_get_ref_for_node_olocked
0.03%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        android::BLASTBufferQueue::acquireNextBufferLocked(std::__1::optional<android::SurfaceComposerClient::Transaction*>)
0.03%     mali-event-hand  17534  17539  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+175a838]
0.03%     Debugger         17534  17534  /system_ext/lib64/libboost.so                                                  xgfNotifyQueue
0.03%     mali-event-hand  17534  17539  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       osup_sync_object_clear
0.03%     mali-event-hand  17534  17539  [kernel.kallsyms]                                                              timespec64_add_safe
0.03%     Debugger         17534  17543  [kernel.kallsyms]                                                              fput_many
0.03%     Debugger         17534  17544  [kernel.kallsyms]                                                              mmput
0.03%     binder:17534_6   17534  18147  /system/lib64/libbinder.so                                                     $x.cold.0
0.03%     binder:17534_6   17534  18147  [kernel.kallsyms]                                                              binder_update_ref_for_handle
0.03%     Debugger         17534  17543  [kernel.kallsyms]                                                              __pollwait.f709cadf360e7cc21928ff0d12875fa0
0.03%     Debugger         17534  17534  /system/lib64/libutils.so                                                      $x.cold.0
0.03%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::gui::LayerMetadata::LayerMetadata()
0.03%     mali-event-hand  17534  17539  [kernel.kallsyms]                                                              sync_file_release.61af331a5519f5c284913048441bc1da
0.03%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              optimized_callback.c9850914e92d68b066c352ce52295476
0.03%     Debugger         17534  17543  [kernel.kallsyms]                                                              __fdget
0.03%     binder:17534_6   17534  18147  /system/lib64/libbinder.so                                                     android::Parcel::read(android::Parcel::FlattenableHelperInterface&) const
0.03%     Debugger         17534  17534  /system/lib64/libui.so                                                         android::Fence::flatten(void*&, unsigned long&, int*&, unsigned long&) const
0.03%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+167926c]
0.03%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+166fa28]
0.03%     mali-event-hand  17534  17539  [kernel.kallsyms]                                                              hrtimer_try_to_cancel
0.03%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+6950f4]
0.03%     Debugger         17534  17534  /vendor/lib/modules/mali_kbase_mt6895.ko                                       _copy_to_user.1707
0.03%     Debugger         17534  17534  [kernel.kallsyms]                                                              evdev_poll.89e0a6e0c97a8726ccd017a6d47394e5
0.03%     GPU completion   17534  17547  [kernel.kallsyms]                                                              __fget.llvm.4796752657974668945
0.03%     Debugger         17534  17543  [kernel.kallsyms]                                                              _raw_spin_unlock_irqrestore
0.03%     GPU completion   17534  17547  /apex/com.android.runtime/lib64/bionic/libc.so                                 __ppoll
0.03%     GPU completion   17534  17547  /system/lib64/libgui.so                                                        android::FramePredict::getInstance()
0.03%     Debugger         17534  17534  [kernel.kallsyms]                                                              check_stack_object
0.03%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 __system_property_serial
0.03%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui_ImplVulkan_NewFrame()
0.03%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16d6944]
0.03%     Debugger         17534  17534  /system_ext/lib64/libged_sys.so                                                ged_ge_get
0.03%     Debugger         17534  17534  /vendor/lib/modules/ged.ko                                                     ged_ioctl.cfi_jt
0.03%     Debugger         17534  17534  /system/lib64/libutils.so                                                      systemTime
0.03%     Debugger         17534  17534  /system/lib64/libui.so                                                         android::Fence::~Fence()
0.02%     Debugger         17534  17534  /system/lib64/libhidlbase.so                                                   android::hardware::Status::ok()
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::BufferQueue::ProxyConsumerListener::addAndGetFrameTimestamps(android::NewFrameEventsEntry const*, android::FrameEventHistoryDelta*)
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1676ea4]
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::CornerTipState::flatten(void*, unsigned long) const
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       GetViewportBgFgDrawList(ImGuiViewportP*, unsigned long, char const*)
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::BufferData::~BufferData() (.cold.0)
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+6a8640]
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              kmem_cache_free
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16655f0]
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::MiBufferQueueStub::GetImplInstance()
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16ac7fc]
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              __fdget
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              memcg_slab_post_alloc_hook
0.02%     Debugger         17534  17534  /system/lib64/libui.so                                                         android::FenceTime::FenceTime(android::sp<android::Fence> const&)
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16a696c]
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ReadShapeLocalPose(unsigned long, unsigned int, PxTransformData&)
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              __call_rcu_common.llvm.14131606222566811403
0.02%     Debugger         17534  17534  /vendor/lib/modules/binder_gki.ko                                              mi_binder_transaction
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16a4ad0]
0.02%     Debugger         17534  17534  /system/lib64/libc++.so                                                        std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>::__init(char const*, unsigned long)
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::BufferQueueProducer::getDestinationRect()
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::ChargeAnimProp::ChargeAnimProp()
0.02%     Debugger         17534  17534  /system/lib64/libutils.so                                                      android::RefBase::weakref_type::attemptIncStrong(void const*)
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::BufferQueue::ProxyConsumerListener::onFrameAvailable(android::BufferItem const&)
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::BufferQueueProducer::getConsumerName() const
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16a7eb8]
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImDrawList::PathRect(ImVec2 const&, ImVec2 const&, float, int)
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1758078]
0.02%     GPU completion   17534  17547  [kernel.kallsyms]                                                              __arm64_sys_ppoll
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              optimized_callback.c9850914e92d68b066c352ce52295476.cfi_jt
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::SetNextWindowPos(ImVec2 const&, int, ImVec2 const&)
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              __wake_up
0.02%     Debugger         17534  17534  /system_ext/lib64/libboost.so                                                  @plt
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              __rcu_read_lock
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              mem_cgroup_from_task
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+175f248]
0.02%     Debugger         17534  17534  /system_ext/lib64/libmigui.so                                                  android::MiSurfaceImpl::onBufferQueuedLocked()
0.02%     Debugger         17534  17534  /vendor/lib/modules/mali_kbase_mt6895.ko                                       kbase_sync_fence_validate
0.02%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 __vsnprintf_chk
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::GetIO()
0.02%     Debugger         17534  17534  /system/lib64/libutils.so                                                      android::VectorImpl::removeItemsAt(unsigned long, unsigned long)
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::Surface::hook_query(ANativeWindow const*, int, int*)
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              input_event_to_user
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       snprintf(char*, unsigned long pass_object_size1, char const*, ...)
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       std::__ndk1::pair<std::__ndk1::__hash_iterator<std::__ndk1::__hash_node<std::__ndk1::__hash_value_type<unsigned long, unsigned long>, void*>*>, bool> std::__ndk1::__hash_table<std::__ndk1::__hash_value_type<unsigned long, unsigned long>, std::__ndk1::__unordered_map_hasher<unsigned long, std::__ndk1::__hash_value_type<unsigned long, unsigned long>, std::__ndk1::hash<unsigned long>, std::__ndk1::equal_to<unsigned long>, true>, std::__ndk1::__unordered_map_equal<unsigned long, std::__ndk1::__hash_value_type<unsigned long, unsigned long>, std::__ndk1::equal_to<unsigned long>, std::__ndk1::hash<unsigned long>, true>, std::__ndk1::allocator<std::__ndk1::__hash_value_type<unsigned long, unsigned long>>>::__emplace_unique_key_args<unsigned long, std::__ndk1::piecewise_construct_t const&, std::__ndk1::tuple<unsigned long const&>, std::__ndk1::tuple<>>(unsigned long const&, std::__ndk1::piecewise_construct_t const&, std::__ndk1::tuple<unsigned long const&>&&, std::__ndk1::tuple<>&&)
0.02%     Debugger         17534  17534  /vendor/lib/modules/mali_kbase_mt6895.ko                                       kbase_csf_queue_kick
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+17580a0]
0.02%     Debugger         17534  17534  /system/lib64/libinput.so                                                      android::ui::Transform::Transform()
0.02%     Debugger         17534  17534  /vendor/lib/modules/mali_kbase_mt6895.ko                                       kbase_phy_alloc_mapping_get
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1755878]
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              queued_spin_lock_slowpath
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       std::__ndk1::this_thread::sleep_for(std::__ndk1::chrono::duration<long long, std::__ndk1::ratio<1l, 1000000000l>> const&)
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              ksys_write
0.02%     Debugger         17534  17534  /system/lib64/libsync.so                                                       sync_file_info
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              _trace_android_vh_record_pcpu_rwsem_starttime
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              binder_get_object
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1683fc4]
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              security_file_permission
0.02%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 NonPI::MutexLockWithTimeout(pthread_mutex_internal_t*, bool, timespec const*)
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16adc40]
0.02%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        @plt
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16a5ec0]
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16653a4]
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              d_set_d_op
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImDrawList::AddText(ImFont*, float, ImVec2 const&, unsigned int, char const*, char const*, float, ImVec4 const*)
0.02%     Debugger         17534  17534  /system/lib64/libbinder.so                                                     android::Parcel::writeStrongBinder(android::sp<android::IBinder> const&)
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              rw_verify_area
0.02%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 __libc_shared_globals()
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::RenderNavCursor(ImRect const&, unsigned int, int)
0.02%     Debugger         17534  17534  /vendor/lib/modules/mtk_fpsgo.ko                                               fpsgo_notify_qudeq
0.02%     Debugger         17534  17534  /system_ext/lib64/libged_sys.so                                                ged_kpi_queue_buffer_tag_sys(unsigned long, int, int, long)
0.02%     Debugger         17534  17534  /system/lib64/libc++.so                                                        operator new[](unsigned long, std::nothrow_t const&)
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+168b604]
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::RenderTextWrapped(ImVec2, char const*, char const*, float, unsigned int)
0.02%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::reallocate(void*, unsigned long, unsigned long)
0.02%     Debugger         17534  17534  /apex/com.android.vndk.v31/lib64/libgralloctypes.so                            android::gralloc4::validateMetadataType(android::gralloc4::InputHidlVec*, android::hardware::graphics::mapper::V4_0::IMapper::MetadataType const&)
0.02%     Debugger         17534  17534  /system/lib64/libbinder.so                                                     android::Parcel::write(android::Parcel::FlattenableHelperInterface const&)
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ReadActorGlobalPose(unsigned long, unsigned short, PxTransformData&)
0.02%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 strncpy
0.02%     Debugger         17534  17534  /system/lib64/libutils.so                                                      android::RefBase::weakref_type::attemptIncStrong(void const*) (.cold.0)
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16838d0]
0.02%     Debugger         17534  17534  /system/lib64/libvulkan.so                                                     vkCmdBindPipeline
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              __d_instantiate
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16832b4]
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16ac008]
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1681ecc]
0.02%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              __fget.llvm.4796752657974668945
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::Surface::hook_dequeueBuffer(ANativeWindow*, ANativeWindowBuffer**, int*)
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              task_work_add
0.02%     Debugger         17534  17534  /system/lib64/libbinder.so                                                     android::BpBinder::transact(unsigned int, android::Parcel const&, android::Parcel*, unsigned int)
0.02%     Debugger         17534  17534  /system/lib64/libinput.so                                                      android::Region::operator=(android::Region const&)
0.02%     Debugger         17534  17534  /vendor/lib/modules/mtk_fpsgo.ko                                               xgf_softirq_exit_tracer
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16823e8]
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1760ec8]
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::ErrorRecoveryTryToRecoverWindowState(ImGuiErrorRecoveryState const*)
0.02%     Debugger         17534  17534  /vendor/lib/modules/ged.ko                                                     ged_ioctl
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui_ImplVulkan_RenderDrawData(ImDrawData*, VkCommandBuffer_T*, VkPipeline_T*)
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::BufferQueueConsumer::acquireBuffer(android::BufferItem*, long, unsigned long)
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              percpu_up_read
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+168344c]
0.02%     mali-event-hand  17534  17539  /apex/com.android.runtime/lib64/bionic/libc.so                                 poll
0.02%     mali-event-hand  17534  17539  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+175d170]
0.02%     Debugger         17534  17534  /apex/com.android.vndk.v31/lib64/libhidlbase.so                                android::hardware::hidl_string::operator=(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>> const&)
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+176200c]
0.02%     Debugger         17534  17534  /vendor/lib/modules/mtk_perf_ioctl.ko                                          device_ioctl.cfi_jt
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1758074]
0.02%     Debugger         17534  17534  /system/lib64/libui.so                                                         int android::Gralloc4Mapper::set<aidl::android::hardware::graphics::common::Dataspace>(native_handle const*, android::hardware::graphics::mapper::V4_0::IMapper::MetadataType const&, aidl::android::hardware::graphics::common::Dataspace const&, int (*)(aidl::android::hardware::graphics::common::Dataspace const&, android::hardware::hidl_vec<unsigned char>*)) const
0.02%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        android::TransactionCompletedListener::onTransactionCompleted(android::ListenerStats)
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+169cbdc]
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              kmalloc_slab
0.02%     Debugger         17534  17534  /vendor/lib/modules/millet_binder.ko                                           mi_binder_trans_hook.cfi_jt
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              expand_files
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+17581b4]
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+17579c4]
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16965f4]
0.02%     binder:17534_5   17534  17560  /system/lib64/libutils.so                                                      android::RefBase::incStrong(void const*) const
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+6899c0]
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              get_ref_desc_olocked
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              __pi_strncmp
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16ab5ec]
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::ItemSize(ImVec2 const&, float)
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImDrawList::_PathArcToFastEx(ImVec2 const&, float, int, int, int)
0.02%     Debugger         17534  17534  /system/lib64/libui.so                                                         android::Gralloc4Mapper::setDataspace(native_handle const*, android::hardware::graphics::common::V1_2::Dataspace) const
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              binder_dec_node_tmpref
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              lockref_put_return
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+167df08]
0.02%     Debugger         17534  17534  /system/lib64/libhidlbase.so                                                   @plt
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::ErrorCheckEndFrameFinalizeErrorTooltip()
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16665c4]
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        std::__1::pair<std::__1::__hash_iterator<std::__1::__hash_node<std::__1::__hash_value_type<android::ReleaseCallbackId, std::__1::function<void (android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>)>>, void*>*>, bool> std::__1::__hash_table<std::__1::__hash_value_type<android::ReleaseCallbackId, std::__1::function<void (android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>)>>, std::__1::__unordered_map_hasher<android::ReleaseCallbackId, std::__1::__hash_value_type<android::ReleaseCallbackId, std::__1::function<void (android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>)>>, android::ReleaseBufferCallbackIdHash, std::__1::equal_to<android::ReleaseCallbackId>, true>, std::__1::__unordered_map_equal<android::ReleaseCallbackId, std::__1::__hash_value_type<android::ReleaseCallbackId, std::__1::function<void (android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>)>>, std::__1::equal_to<android::ReleaseCallbackId>, android::ReleaseBufferCallbackIdHash, true>, std::__1::allocator<std::__1::__hash_value_type<android::ReleaseCallbackId, std::__1::function<void (android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>)>>>>::__emplace_unique_key_args<android::ReleaseCallbackId, std::__1::piecewise_construct_t const&, std::__1::tuple<android::ReleaseCallbackId const&>, std::__1::tuple<>>(android::ReleaseCallbackId const&, std::__1::piecewise_construct_t const&, std::__1::tuple<android::ReleaseCallbackId const&>&&, std::__1::tuple<>&&)
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImDrawList::PushTexture(ImTextureRef)
0.02%     blastAsyncWork   17534  17548  /system/lib64/libc++.so                                                        @plt
0.02%     Debugger         17534  17534  /system/lib64/libinput.so                                                      android::gui::WindowInfo::writeToParcel(android::Parcel*) const
0.02%     Debugger         17534  17543  [kernel.kallsyms]                                                              fsnotify_perm
0.02%     Debugger         17534  17543  [kernel.kallsyms]                                                              preempt_schedule_irq
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        std::__1::__allocation_result<std::__1::allocator_traits<std::__1::allocator<android::details::TVec2<float>>>::pointer> std::__1::__allocate_at_least[abi:nn200000]<std::__1::allocator<android::details::TVec2<float>>>(std::__1::allocator<android::details::TVec2<float>>&, unsigned long)
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1695ecc]
0.02%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 __Balloc_D2A
0.02%     binder:17534_3   17534  17555  /system/lib64/libgui.so                                                        android::BLASTBufferQueue::transactionCallback(long, android::sp<android::Fence> const&, std::__1::vector<android::SurfaceControlStats, std::__1::allocator<android::SurfaceControlStats>> const&)
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::Surface::queueBuffer(ANativeWindowBuffer*, int, android::SurfaceQueueBufferOutput*)
0.02%     Debugger         17534  17534  /system_ext/lib64/libdisp_dejitter.so                                          markTimestamp
0.02%     Debugger         17534  17534  /system/lib64/libutils.so                                                      android::RefBase::~RefBase()
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::sp<android::IBinder>::operator=(android::IBinder*)
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1738648]
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+175ecc0]
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImTextCharFromUtf8(unsigned int*, char const*, char const*)
0.02%     Debugger         17534  17534  /vendor/lib64/hw/mt6895/android.hardware.graphics.mapper@4.0-impl-mediatek.so  RegisteredHandlePool::get(void const*)
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        std::__1::pair<std::__1::__hash_iterator<std::__1::__hash_node<std::__1::__hash_value_type<android::sp<android::ITransactionCompletedListener>, android::SurfaceComposerClient::CallbackInfo>, void*>*>, bool> std::__1::__hash_table<std::__1::__hash_value_type<android::sp<android::ITransactionCompletedListener>, android::SurfaceComposerClient::CallbackInfo>, std::__1::__unordered_map_hasher<android::sp<android::ITransactionCompletedListener>, std::__1::__hash_value_type<android::sp<android::ITransactionCompletedListener>, android::SurfaceComposerClient::CallbackInfo>, android::SurfaceComposerClient::TCLHash, std::__1::equal_to<android::sp<android::ITransactionCompletedListener>>, true>, std::__1::__unordered_map_equal<android::sp<android::ITransactionCompletedListener>, std::__1::__hash_value_type<android::sp<android::ITransactionCompletedListener>, android::SurfaceComposerClient::CallbackInfo>, std::__1::equal_to<android::sp<android::ITransactionCompletedListener>>, android::SurfaceComposerClient::TCLHash, true>, std::__1::allocator<std::__1::__hash_value_type<android::sp<android::ITransactionCompletedListener>, android::SurfaceComposerClient::CallbackInfo>>>::__emplace_unique_key_args<android::sp<android::ITransactionCompletedListener>, std::__1::piecewise_construct_t const&, std::__1::tuple<android::sp<android::ITransactionCompletedListener>&&>, std::__1::tuple<>>(android::sp<android::ITransactionCompletedListener> const&, std::__1::piecewise_construct_t const&, std::__1::tuple<android::sp<android::ITransactionCompletedListener>&&>&&, std::__1::tuple<>&&)
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              do_notify_resume
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16a4b30]
0.02%     mali-event-hand  17534  17539  /vendor/lib/modules/mali_kbase_mt6895.ko                                       kbase_ioctl
0.02%     mali-event-hand  17534  17539  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+175d490]
0.02%     mali-event-hand  17534  17539  [kernel.kallsyms]                                                              __fget.llvm.4796752657974668945
0.02%     mali-event-hand  17534  17539  [kernel.kallsyms]                                                              _raw_spin_unlock_irqrestore
0.02%     mali-event-hand  17534  17539  [kernel.kallsyms]                                                              percpu_down_read
0.02%     binder:17534_5   17534  17560  /system/lib64/libbinder.so                                                     android::Parcel::checkInterface(android::IBinder*) const
0.02%     Debugger         17534  17534  /system_ext/lib64/libmigui.so                                                  android::MiSurfaceImpl::SkipSurfaceview(char const*, int const&)
0.02%     Debugger         17534  17534  /vendor/lib/modules/mtk_perf_ioctl.ko                                          device_ioctl
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1661f20]
